Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3248,Female,2,Research Scientist,Single,173280,1,17,8,1,2,2,2,0,2,1,3,1,3,3,8.017960677,2-5 years,15-20 % Salary Hike,2-5 years
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,3249,Male,1,Research Director,Single,27740,4,13,8,1,8,2,5,1,3,3,3,2,3,3,10.02877035,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,3250,Male,1,Research Scientist,Single,45050,1,12,8,0,6,3,6,1,4,3,3,4,4,3,7.766991898,5-10 years,10-15 % Salary Hike,2-5 years
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1,3251,Male,4,Laboratory Technician,Married,74280,5,12,8,0,24,2,5,1,4,3,3,4,1,3,8.032659069,2-5 years,10-15 % Salary Hike,2-5 years
36,No,Non-Travel,Research & Development,7,2,Life Sciences,1,3252,Male,5,Sales Executive,Single,116310,1,18,8,1,10,2,10,0,9,1,3,1,1,3,7.417550505,5-10 years,15-20 % Salary Hike,5-10 years
52,No,Non-Travel,Research & Development,1,4,Life Sciences,1,3253,Male,5,Sales Executive,Married,97380,0,18,8,2,5,2,4,1,2,3,3,4,4,3,7.197127343,2-5 years,15-20 % Salary Hike,2-5 years
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,3254,Male,1,Manufacturing Director,Divorced,28350,3,11,8,1,5,2,2,2,0,3,3,1,4,3,7.121989522,2-5 years,10-15 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,10,2,Medical,1,3255,Male,3,Manufacturing Director,Married,169590,4,14,8,3,11,5,8,1,1,3,3,2,3,2,6.297399758,5-10 years,10-15 % Salary Hike,0-1 years
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3256,Male,2,Laboratory Technician,Single,26130,6,19,8,1,6,2,4,1,2,3,3,4,1,2,6.157829937,2-5 years,15-20 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,3257,Male,2,Manufacturing Director,Single,61460,2,12,8,0,10,3,4,1,3,3,3,2,4,3,6.222678571,2-5 years,10-15 % Salary Hike,2-5 years
54,No,Travel_Rarely,Research & Development,18,4,Medical,1,3258,Female,2,Laboratory Technician,Divorced,49630,9,15,8,1,9,2,5,1,4,3,3,4,1,3,8.904882339,2-5 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1,3259,Female,4,Research Scientist,Married,195370,0,12,8,0,5,5,4,1,1,3,3,3,4,3,6.835637116,2-5 years,10-15 % Salary Hike,0-1 years
37,No,Travel_Rarely,Sales,2,4,Technical Degree,1,3260,Male,2,Manufacturing Director,Divorced,61720,0,11,8,0,6,1,5,4,3,3,3,4,1,2,9.532072384,2-5 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Frequently,Sales,2,4,Life Sciences,1,3261,Female,2,Research Scientist,Single,23680,6,11,8,1,17,3,15,4,12,3,3,1,1,3,10.80105016,10+ years,10-15 % Salary Hike,10+ years
34,No,Travel_Rarely,Sales,2,3,Marketing,1,3262,Male,1,Sales Representative,Single,103120,1,12,8,0,6,2,6,1,3,3,3,3,1,3,6.855058783,5-10 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,5,4,Medical,1,3263,Male,3,Manager,Married,16750,1,16,8,0,3,6,3,0,2,2,3,1,4,2,7.784760047,2-5 years,15-20 % Salary Hike,2-5 years
30,No,Travel_Rarely,Research & Development,20,3,Medical,1,3264,Male,1,Laboratory Technician,Married,25230,3,13,8,1,7,2,2,0,2,3,3,4,3,3,7.160638075,2-5 years,10-15 % Salary Hike,2-5 years
40,No,Travel_Frequently,Research & Development,10,4,Medical,1,3265,Male,2,Manufacturing Director,Married,65670,1,13,8,1,8,3,8,3,7,4,3,3,2,3,6.360885565,5-10 years,10-15 % Salary Hike,5-10 years
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3266,Male,3,Healthcare Representative,Married,47390,5,24,8,2,6,2,3,1,2,3,4,3,1,3,7.914244492,2-5 years,20-25 % Salary Hike,2-5 years
42,No,Travel_Frequently,Research & Development,9,4,Medical,1,3267,Male,1,Manufacturing Director,Divorced,92080,1,15,8,1,24,2,24,14,9,4,3,2,4,2,7.803479406,Less than year,10-15 % Salary Hike,5-10 years
23,Yes,Travel_Rarely,Sales,2,3,Medical,1,3268,Female,4,Manufacturing Director,Married,45590,1,18,8,1,1,2,0,0,0,2,3,3,1,3,7.983474499,Less than year,15-20 % Salary Hike,Less than Year
24,No,Non-Travel,Sales,1,5,Marketing,1,3269,Female,1,Manufacturing Director,Divorced,81890,1,14,8,1,1,3,1,0,0,3,3,3,2,3,6.81390056,0-1 years,10-15 % Salary Hike,Less than Year
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,3270,Male,2,Manufacturing Director,Married,29420,8,11,8,1,9,1,5,1,4,2,3,4,3,3,6.109673759,2-5 years,10-15 % Salary Hike,2-5 years
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3271,Male,2,Sales Executive,Married,49410,5,11,8,1,30,3,4,0,3,1,3,3,3,3,6.421843765,2-5 years,10-15 % Salary Hike,2-5 years
29,Yes,Travel_Rarely,Sales,2,4,Marketing,1,3272,Female,4,Research Scientist,Married,106500,1,13,8,2,1,2,1,0,0,4,3,2,1,3,10.66860992,0-1 years,10-15 % Salary Hike,Less than Year
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3273,Male,4,Manufacturing Director,Married,59020,0,12,8,1,14,2,13,3,7,3,3,3,3,4,7.04480279,10+ years,10-15 % Salary Hike,5-10 years
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,3274,Male,1,Human Resources,Single,86390,5,16,8,2,6,3,3,0,2,2,3,1,1,3,7.963464792,2-5 years,15-20 % Salary Hike,2-5 years
47,No,Travel_Rarely,Research & Development,6,4,Other,1,3275,Male,2,Manager,Married,63470,1,14,8,0,26,2,26,3,0,4,3,3,4,2,9.543667134,Less than year,10-15 % Salary Hike,Less than Year
36,No,Travel_Rarely,Sales,6,3,Medical,1,3276,Female,2,Sales Executive,Married,42000,0,22,8,0,10,3,9,0,5,3,4,3,2,3,7.685820549,5-10 years,20-25 % Salary Hike,2-5 years
29,No,Travel_Rarely,Research & Development,10,3,Other,1,3277,Male,1,Research Scientist,Married,34520,1,11,8,0,10,3,10,0,7,2,3,3,3,3,7.68318599,5-10 years,10-15 % Salary Hike,5-10 years
58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,3278,Female,2,Research Scientist,Single,43170,7,17,8,0,40,2,31,13,8,3,3,4,2,3,8.926272749,Less than year,15-20 % Salary Hike,5-10 years
35,No,Travel_Rarely,Sales,10,4,Marketing,1,3279,Female,1,Research Scientist,Single,26320,3,13,8,3,7,3,2,2,2,4,3,4,3,3,7.792069384,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Sales,15,1,Marketing,1,3280,Male,2,Laboratory Technician,Married,46680,9,18,8,2,8,2,4,0,2,3,3,4,4,3,10.50888773,2-5 years,15-20 % Salary Hike,2-5 years
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,3281,Female,2,Sales Executive,Single,32040,6,16,8,1,5,4,2,2,1,2,3,3,3,2,6.24961042,2-5 years,15-20 % Salary Hike,0-1 years
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3282,Male,2,Healthcare Representative,Married,27200,4,14,8,1,8,3,5,0,4,3,3,3,2,3,6.5906102,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Travel_Rarely,Research & Development,3,1,Medical,1,3283,Male,2,Manufacturing Director,Married,171810,1,14,8,0,14,2,14,6,8,2,3,3,3,3,7.996312382,10+ years,10-15 % Salary Hike,5-10 years
40,No,Travel_Frequently,Sales,9,3,Marketing,1,3284,Male,3,Manufacturing Director,Single,22380,6,14,8,0,10,3,1,0,0,3,3,1,3,3,6.904626113,0-1 years,10-15 % Salary Hike,Less than Year
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3285,Male,2,Research Director,Single,14830,5,13,8,0,12,3,0,0,0,3,3,3,4,2,9.370607857,Less than year,10-15 % Salary Hike,Less than Year
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3286,Male,1,Research Director,Single,56050,1,12,8,2,1,2,1,0,0,3,3,2,3,3,6.598810512,0-1 years,10-15 % Salary Hike,Less than Year
42,No,Travel_Rarely,Research & Development,20,2,Medical,1,3287,Male,2,Sales Representative,Married,72950,1,15,8,0,10,3,9,7,8,3,3,2,2,2,7.614132241,5-10 years,10-15 % Salary Hike,5-10 years
38,No,Travel_Frequently,Sales,4,3,Medical,1,3288,Male,2,Research Scientist,Divorced,23060,2,19,8,1,13,5,4,1,2,3,3,1,1,2,7.583628618,2-5 years,15-20 % Salary Hike,2-5 years
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3289,Male,3,Laboratory Technician,Single,23480,1,14,8,1,6,3,5,1,3,3,3,3,4,3,6.900036731,2-5 years,10-15 % Salary Hike,2-5 years
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,3290,Female,2,Healthcare Representative,Married,89980,1,14,8,2,9,2,9,7,7,4,3,3,4,4,6.285461745,5-10 years,10-15 % Salary Hike,5-10 years
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,3291,Male,4,Manufacturing Director,Single,43190,4,11,8,0,12,3,9,7,3,4,3,3,4,2,6.378344347,5-10 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,25,2,Medical,1,3292,Male,2,Healthcare Representative,Married,61320,6,13,8,0,22,3,4,1,0,2,3,2,1,3,7.298232739,2-5 years,10-15 % Salary Hike,Less than Year
27,No,Travel_Rarely,Sales,2,4,Medical,1,3293,Male,2,Manager,Divorced,33460,1,21,8,1,9,2,9,0,8,2,4,3,4,3,10.48479406,5-10 years,20-25 % Salary Hike,5-10 years
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,3294,Male,1,Research Director,Single,108550,3,13,8,1,17,2,8,1,6,3,3,3,3,4,7.007824675,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,3295,Female,1,Sales Executive,Married,22310,1,12,8,0,8,3,8,7,5,2,3,2,2,3,9.899078884,5-10 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,3296,Male,4,Research Scientist,Married,23230,0,17,8,0,4,2,3,0,2,3,3,3,3,1,6.87779454,2-5 years,15-20 % Salary Hike,2-5 years
26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,3297,Female,1,Sales Executive,Married,20240,1,23,8,0,8,2,8,1,7,3,4,3,3,3,8.024657287,5-10 years,20-25 % Salary Hike,5-10 years
27,No,Non-Travel,Sales,1,3,Technical Degree,1,3298,Female,1,Sales Executive,Married,27130,1,11,8,0,0,2,0,0,0,3,3,4,4,2,7.299756944,Less than year,10-15 % Salary Hike,Less than Year
51,No,Travel_Rarely,Sales,16,3,Medical,1,3299,Male,3,Research Scientist,Married,94390,2,15,8,3,29,0,20,4,17,3,3,1,3,2,6.11052977,10+ years,10-15 % Salary Hike,10+ years
44,No,Travel_Rarely,Sales,24,5,Medical,1,3300,Female,1,Sales Executive,Single,25660,9,11,8,1,10,3,5,2,3,3,3,4,2,2,6.288274232,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,17,3,Medical,1,3301,Male,1,Laboratory Technician,Single,199260,7,11,8,3,6,5,4,0,1,4,3,1,1,2,6.398666198,2-5 years,10-15 % Salary Hike,0-1 years
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3302,Male,3,Laboratory Technician,Divorced,24510,1,13,8,1,9,3,9,0,8,2,3,1,1,3,5.992264775,5-10 years,10-15 % Salary Hike,5-10 years
35,No,Travel_Rarely,Sales,6,4,Medical,1,3303,Female,2,Manager,Single,94190,1,24,8,1,6,5,6,1,1,2,4,3,1,2,6.915613527,5-10 years,20-25 % Salary Hike,0-1 years
36,No,Travel_Rarely,Sales,10,4,Marketing,1,3304,Male,3,Manager,Married,86860,1,13,8,0,18,2,18,4,11,3,3,2,4,2,9.690696819,10+ years,10-15 % Salary Hike,10+ years
32,No,Travel_Rarely,Research & Development,3,4,Medical,1,3305,Female,4,Sales Executive,Divorced,30380,2,20,8,0,8,3,5,0,3,3,4,2,4,2,7.827509221,2-5 years,15-20 % Salary Hike,2-5 years
30,No,Travel_Frequently,Research & Development,4,5,Medical,1,3306,Male,5,Sales Representative,Divorced,30580,9,14,8,1,10,2,5,0,3,3,3,2,4,2,6.400223193,2-5 years,10-15 % Salary Hike,2-5 years
53,No,Travel_Rarely,Sales,6,3,Marketing,1,3307,Male,4,Sales Executive,Married,23250,7,18,8,1,35,1,5,0,4,4,3,1,4,3,10.41387652,2-5 years,15-20 % Salary Hike,2-5 years
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,3308,Male,2,Healthcare Representative,Divorced,20880,4,15,8,3,18,2,5,0,2,3,3,4,1,3,8.501261574,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Travel_Rarely,Sales,10,3,Marketing,1,3309,Female,1,Human Resources,Married,30720,5,12,8,0,9,4,5,1,3,1,3,3,3,2,6.597560226,2-5 years,10-15 % Salary Hike,2-5 years
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3310,Male,2,Laboratory Technician,Married,50060,3,16,8,1,31,2,9,0,0,3,3,3,4,3,7.587263418,5-10 years,15-20 % Salary Hike,Less than Year
37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,3311,Female,4,Laboratory Technician,Divorced,42570,4,15,8,0,9,2,1,0,0,3,3,4,3,3,6.080773979,0-1 years,10-15 % Salary Hike,Less than Year
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3312,Female,1,Healthcare Representative,Divorced,25000,1,16,8,2,6,3,5,0,4,3,3,2,4,3,6.343983918,2-5 years,15-20 % Salary Hike,2-5 years
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3313,Male,1,Sales Representative,Married,11020,6,19,8,0,4,3,2,2,2,2,3,4,4,1,6.520177596,2-5 years,15-20 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,22,3,Medical,1,3314,Female,1,Laboratory Technician,Married,104530,2,11,8,1,10,2,3,0,2,3,3,1,4,2,10.96916329,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,3315,Female,2,Laboratory Technician,Single,22880,5,16,8,1,8,4,2,2,2,2,3,2,4,3,7.997912633,2-5 years,15-20 % Salary Hike,2-5 years
36,No,Travel_Rarely,Research & Development,14,3,Other,1,3316,Male,2,Research Scientist,Married,39290,0,24,8,0,6,6,5,0,3,2,4,1,1,3,7.62761788,2-5 years,20-25 % Salary Hike,2-5 years
25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,3317,Female,1,Laboratory Technician,Married,23110,1,11,8,1,5,2,5,0,3,3,3,3,1,3,10.40675964,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3318,Female,1,Healthcare Representative,Married,31400,1,13,8,1,17,2,17,5,15,2,3,4,3,3,8.786719188,10+ years,10-15 % Salary Hike,10+ years
35,Yes,Travel_Frequently,Sales,8,2,Marketing,1,3319,Female,1,Laboratory Technician,Divorced,36900,1,13,8,1,10,2,10,7,8,4,3,4,2,2,9.96200503,5-10 years,10-15 % Salary Hike,5-10 years
32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,3320,Male,1,Sales Executive,Divorced,44500,0,13,8,0,4,3,3,0,2,3,3,4,4,3,7.890476695,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Sales,5,3,Marketing,1,3321,Female,4,Research Scientist,Married,27560,1,12,8,2,5,2,5,0,3,3,3,3,1,4,7.807816764,2-5 years,10-15 % Salary Hike,2-5 years
49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,3322,Female,2,Sales Representative,Married,190330,2,18,8,1,7,5,4,0,2,3,3,3,1,3,7.488967912,2-5 years,15-20 % Salary Hike,2-5 years
24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,3323,Male,2,Healthcare Representative,Married,187220,0,22,8,1,6,3,5,3,4,3,4,1,4,2,7.586379185,2-5 years,20-25 % Salary Hike,2-5 years
32,No,Travel_Frequently,Research & Development,12,5,Medical,1,3324,Male,1,Research Scientist,Married,95470,1,13,8,1,10,3,10,5,3,2,3,2,2,3,6.822150501,5-10 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Rarely,Sales,22,2,Medical,1,3325,Male,1,Sales Executive,Married,137340,0,13,8,0,3,3,2,1,2,4,3,2,2,3,7.005576564,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,3326,Female,2,Research Scientist,Married,199990,2,23,8,1,17,6,5,1,3,3,4,3,4,2,9.613588064,2-5 years,20-25 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3327,Female,3,Sales Executive,Married,22790,3,12,8,1,8,3,6,0,2,3,3,4,4,3,10.09712446,5-10 years,10-15 % Salary Hike,2-5 years
29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,3328,Male,3,Laboratory Technician,Divorced,59160,6,12,8,0,5,2,3,0,2,3,3,2,3,3,9.376346336,2-5 years,10-15 % Salary Hike,2-5 years
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3329,Male,1,Sales Representative,Married,20890,5,16,8,0,28,2,2,2,2,2,3,1,4,3,6.390003592,2-5 years,15-20 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3330,Male,3,Healthcare Representative,Married,167920,3,12,8,1,16,3,13,4,8,4,3,4,2,3,7.074260829,10+ years,10-15 % Salary Hike,5-10 years
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,3331,Female,3,Human Resources,Married,35640,5,11,8,0,10,1,5,0,0,1,3,3,4,3,7.370625286,2-5 years,10-15 % Salary Hike,Less than Year
53,No,Travel_Rarely,Research & Development,1,1,Medical,1,3332,Male,1,Sales Executive,Single,44250,6,22,8,1,33,2,12,3,8,4,4,4,4,3,6.700677592,10+ years,20-25 % Salary Hike,5-10 years
43,No,Travel_Frequently,Research & Development,1,3,Medical,1,3333,Male,1,Laboratory Technician,Married,52650,4,11,8,1,12,4,5,2,2,3,3,4,4,2,7.623434013,2-5 years,10-15 % Salary Hike,2-5 years
47,No,Travel_Rarely,Sales,15,4,Marketing,1,3334,Female,3,Research Director,Married,65530,0,15,8,0,8,2,7,7,7,3,3,3,4,3,10.68469802,5-10 years,10-15 % Salary Hike,5-10 years
37,No,Non-Travel,Research & Development,1,5,Medical,1,3335,Female,2,Research Scientist,Single,62610,1,12,8,0,10,1,10,0,9,3,3,1,2,3,8.351735823,5-10 years,10-15 % Salary Hike,5-10 years
50,No,Non-Travel,Research & Development,17,3,Medical,1,3336,Female,1,Laboratory Technician,Divorced,42980,1,20,8,1,31,6,31,14,7,3,4,1,1,3,6.632049769,Less than year,15-20 % Salary Hike,5-10 years
39,No,Travel_Rarely,Research & Development,1,3,Other,1,3337,Female,3,Human Resources,Married,68040,8,14,8,1,13,3,5,0,4,2,3,4,4,3,6.913459596,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3338,Male,2,Manufacturing Director,Divorced,38150,3,11,8,1,7,3,4,0,3,3,3,4,2,4,9.403011204,2-5 years,10-15 % Salary Hike,2-5 years
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,3339,Female,1,Laboratory Technician,Single,27410,1,15,8,1,1,5,1,0,1,2,3,1,4,1,10.00696477,0-1 years,10-15 % Salary Hike,0-1 years
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3340,Female,4,Healthcare Representative,Divorced,66730,6,12,8,1,8,2,4,0,3,4,3,1,4,3,6.388003903,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,3341,Male,2,Manufacturing Director,Married,76390,1,14,8,0,8,6,8,7,1,3,3,2,1,3,9.783470403,5-10 years,10-15 % Salary Hike,0-1 years
28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,3342,Female,1,Research Scientist,Single,23280,1,11,8,2,4,3,4,0,2,3,3,1,4,3,6.395218599,2-5 years,10-15 % Salary Hike,2-5 years
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,3343,Male,1,Sales Executive,Divorced,21530,9,11,8,0,3,3,1,0,0,3,3,4,4,2,10.47176269,0-1 years,10-15 % Salary Hike,Less than Year
43,No,Travel_Rarely,Sales,7,4,Marketing,1,3344,Male,2,Sales Executive,Divorced,48760,4,16,8,2,4,4,1,0,0,3,3,1,2,4,6.59758501,0-1 years,15-20 % Salary Hike,Less than Year
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,3345,Male,2,Sales Executive,Single,93960,1,12,8,0,2,6,2,0,2,1,3,3,3,2,7.086974249,2-5 years,10-15 % Salary Hike,2-5 years
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,3346,Male,2,Sales Executive,Single,104000,1,13,8,1,1,2,1,0,0,3,3,4,4,2,7.891711618,0-1 years,10-15 % Salary Hike,Less than Year
36,No,Travel_Rarely,Research & Development,26,4,Medical,1,3347,Male,1,Laboratory Technician,Married,84740,0,14,8,0,17,3,16,4,11,3,3,3,4,2,10.33018219,10+ years,10-15 % Salary Hike,10+ years
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3348,Male,2,Manufacturing Director,Single,99810,1,21,8,1,3,3,3,1,2,3,4,4,4,2,8.500371513,2-5 years,20-25 % Salary Hike,2-5 years
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3349,Female,1,Laboratory Technician,Married,124900,0,13,8,0,4,3,3,0,2,3,3,2,3,4,9.801010101,2-5 years,10-15 % Salary Hike,2-5 years
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3350,Female,2,Sales Executive,Divorced,26570,4,11,8,0,10,3,7,1,0,4,3,2,4,2,10.40173314,5-10 years,10-15 % Salary Hike,Less than Year
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3351,Female,3,Manager,Divorced,135910,5,20,8,1,6,2,2,2,2,3,4,3,3,3,7.703818565,2-5 years,15-20 % Salary Hike,2-5 years
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3352,Female,4,Human Resources,Married,66960,7,11,8,0,8,3,2,2,2,3,3,4,1,1,10.7080793,2-5 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Rarely,Research & Development,1,3,Medical,1,3353,Male,1,Research Scientist,Single,20580,1,14,8,1,1,5,1,0,0,3,3,2,3,3,7.710114657,0-1 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,3354,Male,2,Human Resources,Divorced,88650,1,11,8,1,1,0,1,1,0,3,3,2,2,3,7.693657596,0-1 years,10-15 % Salary Hike,Less than Year
42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,3355,Male,2,Human Resources,Single,59400,7,16,8,0,10,2,5,0,3,2,3,3,3,3,6.924135939,2-5 years,15-20 % Salary Hike,2-5 years
33,No,Travel_Rarely,Sales,2,3,Marketing,1,3356,Female,1,Sales Executive,Single,59140,3,16,8,1,6,4,3,0,2,3,3,3,1,3,10.55609699,2-5 years,15-20 % Salary Hike,2-5 years
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3357,Male,1,Research Scientist,Divorced,26220,2,23,8,0,24,3,6,0,4,3,4,3,2,3,8.330816925,5-10 years,20-25 % Salary Hike,2-5 years
31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,3358,Female,1,Sales Representative,Married,121850,3,14,8,0,13,2,7,5,2,3,3,2,3,4,6.079077916,5-10 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3359,Male,3,Healthcare Representative,Married,106090,1,22,8,0,10,3,10,0,7,3,4,4,4,1,10.38959437,5-10 years,20-25 % Salary Hike,5-10 years
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,3360,Female,2,Sales Executive,Married,43450,4,15,8,0,29,3,26,1,7,2,3,1,2,2,7.004710744,Less than year,10-15 % Salary Hike,5-10 years
48,No,Travel_Rarely,Research & Development,1,4,Medical,1,3361,Male,1,Research Scientist,Married,21770,4,18,8,0,13,4,0,0,0,3,3,4,3,2,6.721184641,Less than year,15-20 % Salary Hike,Less than Year
31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,3362,Female,2,Sales Executive,Married,27930,1,16,8,0,9,4,9,0,0,3,3,4,3,2,7.05925608,5-10 years,15-20 % Salary Hike,Less than Year
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,3363,Male,1,Sales Executive,Single,79180,2,12,8,2,8,3,6,0,1,2,3,2,4,3,6.510334541,5-10 years,10-15 % Salary Hike,0-1 years
38,No,Travel_Rarely,Sales,6,3,Other,1,3364,Male,2,Sales Executive,Married,87890,1,11,8,3,15,4,15,5,11,3,3,4,1,3,7.084607985,10+ years,10-15 % Salary Hike,10+ years
